customer_id,age,annual_income_$,employment_length,employment_type,education,marital_status,num_dependents
10099,29,47900.0,1.4,0,0,1,4
10100,53,54900.0,8.7,1,1,1,0
10101,22,20000.0,4.9,1,3,2,1
10102,52,26100.0,9.2,2,1,1,1
10103,50,63100.0,4.2,1,2,2,2
10104,32,46400.0,7.9,2,4,1,0
10105,28,139400.0,3.3,1,0,2,0
10106,37,26700.0,0.2,1,4,1,3
10107,32,40500.0,1.9,2,4,1,0
10108,48,77700.0,4.4,1,0,1,2
10109,53,57700.0,4.5,1,4,1,1
10110,34,67100.0,10.8,1,1,2,1
10111,44,96500.0,3.7,1,2,0,0
10112,40,169100.0,2.9,3,4,1,1
10113,29,20000.0,7.8,0,4,2,0
10114,30,67200.0,2.5,1,2,1,0
10115,44,48700.0,7.6,1,3,1,1
10116,27,30700.0,2.5,2,4,1,0
10117,63,20000.0,9.3,2,1,1,2
10118,66,23500.0,3.4,1,4,0,0
10119,28,41500.0,7.8,2,1,2,3
10120,53,42800.0,5.1,3,4,1,3
10121,33,31500.0,8.6,1,4,2,1
10122,32,34400.0,9.9,1,1,1,0
10123,26,37400.0,7.5,0,2,2,1
10124,42,36200.0,0.9,3,1,2,2
10125,40,95900.0,4.0,1,1,1,2
10126,42,87500.0,8.5,1,1,1,1
10127,32,63600.0,3.5,1,0,1,0
10128,39,20000.0,8.6,1,3,2,1
10129,35,29000.0,2.4,1,4,1,3
10130,33,31300.0,2.6,2,0,2,1
10131,39,62800.0,5.2,3,1,1,1
10132,29,57200.0,5.4,1,4,1,1
10133,42,69300.0,5.5,1,1,0,1
10134,21,43600.0,3.7,0,1,2,1
10135,49,24300.0,11.1,2,1,0,0
10136,39,59400.0,2.6,1,2,2,0
10137,35,83700.0,2.9,1,1,1,1
10138,42,48100.0,2.9,1,4,0,0
10139,33,51400.0,5.7,1,4,2,0
10140,31,45700.0,4.2,1,1,1,2
10141,56,61500.0,3.6,1,1,1,2
10142,42,61200.0,3.5,1,4,1,4
10143,43,57300.0,3.1,1,1,2,1
10144,43,70200.0,11.2,1,2,1,1
10145,50,55800.0,5.3,1,3,1,2
10146,52,64900.0,6.1,1,1,1,3
10147,30,32800.0,4.7,1,0,2,4
10148,32,52500.0,2.1,1,2,1,0
10149,43,104900.0,3.7,2,1,0,1
10150,30,34700.0,6.3,1,1,1,1
10151,24,35600.0,6.2,1,3,2,0
10152,54,36000.0,3.0,1,2,1,0
10153,53,33500.0,2.2,1,3,1,0
10154,37,28500.0,3.2,1,3,1,2
10155,32,67300.0,5.9,1,1,1,2
10156,40,76700.0,2.6,3,2,1,2
10157,42,77600.0,2.4,1,3,1,1
10158,32,23900.0,0.2,1,3,1,4
10159,21,48000.0,3.8,0,1,2,1
10160,47,30200.0,6.0,1,4,1,1
10161,39,34100.0,6.9,1,3,2,2
10162,54,44300.0,11.2,1,2,1,1
10163,38,40400.0,4.3,1,3,1,2
10164,38,38800.0,2.5,1,2,1,2
10165,36,95900.0,4.7,1,4,0,1
10166,29,31800.0,8.1,3,1,1,1
10167,36,41400.0,2.5,1,2,2,0
10168,30,23500.0,0.6,3,1,2,1
10169,23,20300.0,2.2,1,3,2,1
10170,36,46600.0,1.7,1,4,2,0
10171,43,40300.0,2.8,1,2,1,3
10172,51,24000.0,4.8,1,3,1,3
10173,51,28900.0,8.1,1,4,1,2
10174,32,31800.0,4.7,1,3,1,2
10175,41,32900.0,10.1,1,4,2,0
10176,46,37900.0,5.4,1,1,1,3
10177,26,43000.0,6.9,2,4,1,1
10178,45,36600.0,5.3,1,3,1,2
10179,44,51200.0,3.9,3,4,0,2
10180,40,50400.0,9.8,1,0,1,2
10181,39,36500.0,10.9,3,3,1,2
10182,21,20000.0,3.3,1,3,2,1
10183,37,27000.0,10.8,1,3,1,3
10184,44,54600.0,3.5,1,2,1,2
10185,29,42000.0,2.2,1,3,2,0
10186,40,77700.0,2.1,3,0,1,3
10187,43,98000.0,4.9,1,4,1,2
10188,27,25100.0,0.6,1,1,1,1
10189,57,49300.0,11.0,1,2,2,1
10190,40,25900.0,8.7,1,1,1,0
10191,48,57200.0,5.8,1,2,2,0
10192,25,39400.0,7.1,1,4,1,1
10193,58,25300.0,5.4,1,0,2,0
10194,48,51400.0,10.9,1,1,1,1
10195,19,20000.0,1.2,1,1,2,1
10196,37,75100.0,0.4,1,2,1,1
10197,43,72300.0,3.5,2,1,0,1
10198,23,28600.0,5.6,1,1,2,1
10199,26,20000.0,1.7,2,1,2,2
10200,44,35400.0,3.1,2,3,1,1
10201,34,40000.0,6.3,0,0,0,0
10202,27,20000.0,4.9,1,4,1,0
10203,52,53600.0,0.7,1,3,2,0
10204,42,84000.0,8.6,1,2,2,1
10205,25,36400.0,4.4,1,1,1,1
10206,52,24400.0,2.9,3,1,1,3
10207,41,68000.0,7.6,1,0,0,2
10208,19,23700.0,2.0,1,4,2,1
10209,50,42500.0,3.3,1,4,1,4
10210,46,27500.0,5.8,3,3,2,0
10211,19,30300.0,1.7,1,0,2,3
10212,33,69000.0,12.3,3,1,2,0
10213,28,48900.0,0.9,1,1,1,5
10214,54,53600.0,11.9,1,0,1,1
10215,27,34200.0,1.5,3,0,2,1
10216,41,31200.0,1.0,2,3,1,1
10217,30,36400.0,10.4,0,2,1,1
10218,48,20000.0,0.9,1,4,1,0
10219,50,35100.0,8.0,1,2,1,1
10220,35,65400.0,8.1,1,0,0,2
10221,25,20400.0,2.6,1,3,2,1
10222,44,44000.0,3.5,1,2,0,0
10223,47,47000.0,7.4,3,4,2,0
10224,45,35900.0,6.3,1,1,2,1
10225,37,35100.0,5.4,1,3,1,5
10226,31,48100.0,4.6,2,1,1,1
10227,28,33000.0,7.9,0,4,1,2
10228,35,79700.0,7.0,3,2,1,1
10229,45,73500.0,1.4,3,4,2,0
10230,48,27800.0,6.1,1,3,1,2
10231,18,32300.0,0.0,1,3,2,0
10232,49,38600.0,3.8,3,1,0,1
10233,26,20000.0,2.0,2,1,2,1
10234,35,25700.0,1.2,1,3,2,1
10235,31,108100.0,6.2,3,4,0,1
10236,55,42000.0,1.2,3,1,2,0
10237,38,93000.0,5.8,2,1,1,0
10238,18,20000.0,0.2,1,4,2,4
10239,51,56800.0,4.8,1,4,1,0
10240,34,57200.0,1.7,3,3,1,0
10241,41,64800.0,5.4,1,0,0,2
10242,43,91800.0,5.6,1,1,1,4
10243,28,36700.0,1.8,1,1,1,1
10244,37,41300.0,4.6,1,2,0,1
10245,49,46700.0,8.6,1,1,1,0
10246,38,20000.0,10.3,1,3,2,0
10247,44,40400.0,8.5,2,2,1,0
10248,30,41200.0,1.3,2,1,2,3
10249,50,54900.0,5.4,2,1,1,1
10250,42,95000.0,11.5,3,4,1,2
10251,37,37700.0,6.8,1,4,1,0
10252,22,34200.0,4.5,2,4,2,0
10253,42,98500.0,6.3,3,1,1,3
10254,34,46600.0,4.9,3,2,2,1
10255,30,23200.0,0.5,1,3,1,2
10256,35,27500.0,10.3,3,3,2,1
10257,51,93200.0,1.3,1,0,2,0
10258,32,89000.0,7.4,1,4,1,2
10259,24,42000.0,6.2,1,3,1,1
10260,34,26800.0,5.9,1,3,1,3
10261,49,100400.0,7.8,2,2,0,0
10262,41,25700.0,12.4,1,4,2,1
10263,25,22100.0,1.9,0,1,1,1
10264,21,74400.0,3.7,1,1,1,1
10265,27,30300.0,6.4,3,3,2,2
10266,42,46000.0,9.5,1,1,0,1
10267,65,26000.0,1.3,3,1,1,1
10268,44,35100.0,4.8,0,4,1,0
10269,29,28100.0,5.6,1,3,1,1
10270,47,44100.0,4.8,1,4,2,0
10271,63,50600.0,12.1,1,1,1,3
10272,25,63600.0,4.0,2,0,1,2
10273,44,46900.0,3.6,1,4,1,1
10274,31,56900.0,1.7,1,2,1,2
10275,41,52100.0,5.3,1,3,1,3
10276,29,49700.0,5.2,1,1,2,1
10277,30,20400.0,3.3,1,2,1,4
10278,30,32200.0,5.6,1,0,1,4
10279,41,35200.0,4.7,1,4,1,1
10280,44,44600.0,0.0,2,2,2,2
10281,39,69500.0,4.0,1,2,1,2
10282,23,20600.0,4.5,3,1,2,0
10283,30,88400.0,0.5,1,1,1,1
10284,49,92000.0,8.4,1,2,1,0
10285,33,20000.0,2.5,1,1,0,2
10286,36,53300.0,0.7,3,2,1,1
10287,46,39100.0,0.3,3,1,1,0
10288,27,30200.0,9.8,1,1,2,0
10289,32,71000.0,3.6,1,4,1,2
10290,42,20000.0,10.9,2,4,1,2
10291,31,36700.0,1.0,1,1,1,0
10292,22,33400.0,1.8,1,4,1,0
10293,48,31300.0,2.8,1,4,1,1
10294,23,73000.0,3.9,1,0,2,1
10295,41,115100.0,12.1,1,4,1,2
10296,34,29200.0,4.9,2,4,0,0
10297,42,115900.0,3.5,1,2,2,0
10298,36,28800.0,8.3,1,4,1,1
10299,45,34800.0,10.7,1,4,1,3
10300,23,26400.0,5.9,3,4,2,0
10301,42,47400.0,1.9,1,1,1,2
10302,62,33700.0,6.2,1,1,1,1
10303,49,56500.0,4.1,1,0,1,4
10304,29,43100.0,4.0,1,1,2,0
10305,42,20000.0,3.3,1,4,1,3
10306,28,88800.0,5.6,3,1,1,1
10307,38,20000.0,10.3,1,4,1,1
10308,28,69700.0,2.9,1,2,1,3
10309,49,37300.0,7.6,1,0,1,3
10310,33,21800.0,6.3,1,4,1,1
10311,46,29000.0,0.8,1,3,1,4
10312,59,64000.0,10.6,2,1,1,2
10313,53,27500.0,2.6,1,0,2,0
10314,41,60400.0,2.0,1,1,2,0
10315,57,22800.0,11.2,1,3,1,1
10316,51,58000.0,6.6,3,1,2,1
10317,28,24200.0,3.2,1,4,1,1
10318,38,64100.0,10.3,1,4,2,0
10319,34,67100.0,5.5,0,0,1,4
10320,36,38700.0,4.8,2,1,1,1
10321,38,119800.0,4.4,3,1,1,1
10322,55,54000.0,2.2,1,2,0,1
10323,38,42900.0,9.4,1,4,2,0
10324,47,103400.0,8.6,0,0,2,2
10325,37,52000.0,5.2,2,2,1,1
10326,34,61800.0,2.3,1,4,1,2
10327,28,21700.0,2.7,1,2,2,2
10328,38,38600.0,5.1,1,1,1,0
10329,23,37500.0,0.5,2,1,2,0
10330,35,48600.0,9.0,1,1,1,0
10331,38,114800.0,0.5,0,1,1,0
10332,51,20000.0,7.4,1,3,1,3
10333,22,21200.0,4.9,1,1,2,0
10334,47,38000.0,4.9,1,1,1,5
10335,57,87300.0,5.7,1,2,0,1
10336,50,33500.0,5.3,3,3,1,3
10337,35,27900.0,6.3,1,3,2,1
10338,43,59800.0,8.0,2,4,1,2
10339,31,88000.0,1.4,1,4,2,1
10340,19,35100.0,1.1,0,1,2,0
10341,48,32200.0,5.9,1,1,1,0
10342,36,20000.0,4.8,3,4,2,1
10343,27,58100.0,1.1,2,1,2,0
10344,26,22300.0,1.2,1,1,2,2
10345,34,47700.0,5.8,1,4,1,3
10346,39,25500.0,9.7,2,1,2,0
10347,50,21500.0,11.5,1,2,1,5
10348,50,90800.0,7.7,3,1,2,0
10349,27,62300.0,5.3,1,1,1,2
10350,25,27200.0,6.5,1,4,2,0
10351,47,38800.0,2.1,1,4,1,4
10352,20,20000.0,2.4,1,1,2,1
10353,25,20000.0,7.0,3,3,2,1
10354,52,36000.0,8.8,1,4,0,0
10355,32,54400.0,10.1,1,1,2,0
10356,28,31700.0,3.0,1,4,2,1
10357,49,24700.0,5.2,1,3,1,2
10358,42,22800.0,6.3,2,3,1,1
10359,42,81600.0,1.6,1,0,1,3
10360,32,72600.0,9.3,3,4,2,2
10361,30,30400.0,10.1,1,1,1,1
10362,21,20000.0,0.6,1,4,1,0
10363,42,99900.0,9.5,2,0,1,4
10364,24,20000.0,3.9,1,4,2,0
10365,26,42000.0,0.8,3,4,2,1
10366,39,124600.0,7.2,1,1,2,1
10367,29,34000.0,11.0,1,4,2,0
10368,45,20800.0,10.9,1,3,1,3
10369,44,106400.0,10.2,1,1,1,0
10370,43,34000.0,2.8,2,4,2,0
10371,32,33500.0,3.3,0,4,1,0
10372,40,74400.0,14.2,1,1,1,1
10373,57,28600.0,4.4,3,3,1,0
10374,47,22500.0,1.3,1,3,1,2
10375,50,31400.0,0.5,1,4,1,4
10376,20,20600.0,2.4,1,2,2,1
10377,20,20000.0,2.4,1,3,1,0
10378,60,20000.0,4.5,2,1,2,0
10379,23,20000.0,6.0,1,3,1,0
10380,34,54500.0,2.0,1,1,1,2
10381,29,64100.0,4.7,1,4,1,0
10382,45,73800.0,3.2,1,0,1,1
10383,45,49900.0,3.5,1,2,1,2
10384,26,24200.0,0.4,1,4,1,3
10385,33,73700.0,8.1,1,2,2,0
10386,40,48900.0,3.0,1,4,1,0
10387,52,29500.0,5.5,1,1,1,0
10388,37,56600.0,5.2,1,3,1,2
10389,38,42200.0,1.1,1,1,2,1
10390,34,29200.0,7.9,1,4,1,3
10391,42,24700.0,0.3,2,1,1,3
10392,43,55900.0,0.3,1,4,1,2
10393,34,30100.0,10.8,1,3,2,1
10394,40,44700.0,15.0,1,3,0,1
10395,24,23100.0,5.3,1,0,2,1
10396,20,20000.0,2.3,1,2,2,1
10397,68,35400.0,5.1,1,2,1,2
10398,43,87000.0,2.5,1,0,1,0
10399,45,54700.0,5.2,1,3,1,0
10400,48,88200.0,4.0,1,2,0,0
10401,21,21500.0,2.9,1,3,1,1
10402,38,39900.0,7.9,1,2,1,1
10403,43,41900.0,5.5,1,3,1,1
10404,58,22400.0,7.8,3,4,0,1
10405,25,25600.0,1.3,1,4,2,2
10406,44,57200.0,7.3,1,1,1,1
10407,25,36800.0,2.5,3,0,1,0
10408,49,53500.0,2.8,3,1,1,1
10409,49,36500.0,9.6,3,4,2,0
10410,30,34700.0,9.1,2,2,1,2
10411,43,30900.0,3.3,1,3,1,0
10412,47,47300.0,1.5,1,4,1,1
10413,24,20800.0,0.4,1,3,2,4
10414,49,110500.0,8.8,0,1,1,1
10415,23,20000.0,5.2,1,1,1,0
10416,33,47500.0,4.1,1,2,1,0
10417,30,42700.0,8.2,0,1,1,2
10418,45,26500.0,5.5,2,3,1,1
10419,56,29200.0,1.7,1,4,1,1
10420,25,48500.0,0.7,3,1,2,0
10421,43,34900.0,3.7,2,2,2,2
10422,35,103900.0,7.7,1,4,1,2
10423,37,46700.0,2.7,1,4,1,4
10424,49,28700.0,2.9,0,1,2,0
10425,34,35400.0,12.9,1,3,1,0
10426,62,64200.0,5.9,3,3,2,1
10427,49,27500.0,4.5,1,4,1,3
10428,38,80300.0,5.4,1,3,1,2
10429,38,40900.0,5.1,0,2,0,0
10430,20,20000.0,2.3,1,3,2,1
10431,31,53700.0,1.3,2,2,1,1
10432,36,49400.0,4.1,1,2,0,2
10433,66,36000.0,12.2,1,2,1,0
10434,57,68500.0,8.5,1,2,1,3
10435,18,20000.0,0.5,3,4,2,1
10436,43,40700.0,7.3,2,0,1,1
10437,23,22200.0,5.8,1,4,2,0
10438,54,53900.0,5.7,1,0,1,1
10439,39,98300.0,9.7,1,0,1,0
10440,43,73700.0,3.7,1,1,2,0
10441,25,20000.0,5.7,2,1,2,2
10442,43,23500.0,2.0,0,3,1,1
10443,29,97300.0,5.8,1,0,1,2
10444,30,20600.0,4.1,1,3,1,1
10445,51,36300.0,8.9,2,2,1,1
10446,20,36500.0,2.7,1,4,2,0
10447,42,49200.0,1.6,3,1,1,0
10448,29,59500.0,11.5,3,0,1,1
10449,37,88000.0,2.1,1,2,1,1
10450,20,20000.0,2.5,1,2,2,1
10451,35,73000.0,11.0,1,0,2,1
10452,48,24100.0,4.4,2,4,2,2
10453,27,31100.0,3.3,1,3,1,1
10454,52,45700.0,2.7,1,3,1,3
10455,56,20000.0,1.0,1,1,2,2
10456,30,42000.0,4.9,1,4,1,1
10457,30,43200.0,6.9,1,1,1,1
10458,25,29400.0,1.5,1,4,0,2
10459,35,42100.0,4.9,1,3,1,2
10460,70,20000.0,5.1,1,1,1,1
10461,36,31600.0,7.1,1,0,1,1
10462,37,87900.0,2.1,1,1,1,4
10463,36,58400.0,9.3,1,2,1,0
10464,48,96900.0,3.4,1,2,0,1
10465,40,52700.0,5.6,1,4,1,1
10466,38,67600.0,7.7,1,0,1,2
10467,27,31800.0,6.8,1,4,2,0
10468,30,37200.0,2.7,1,3,1,2
10469,40,37500.0,7.5,1,3,1,1
10470,43,36600.0,8.4,1,1,1,0
10471,18,20000.0,0.0,1,1,2,2
10472,48,23600.0,4.1,1,3,1,2
10473,44,60300.0,6.9,1,1,1,1
10474,48,65200.0,2.5,1,3,1,1
10475,47,70300.0,4.5,1,2,1,1
10476,39,95100.0,6.0,1,1,1,0
10477,42,50900.0,4.8,1,4,2,0
10478,23,34000.0,5.5,1,3,2,1
10479,34,76000.0,2.8,2,2,2,0
10480,53,27900.0,11.9,1,3,1,1
10481,43,117300.0,7.7,1,1,0,0
10482,34,85600.0,2.3,1,2,2,0
10483,66,20000.0,5.3,1,4,0,1
10484,28,45300.0,1.2,1,4,1,2
10485,28,22800.0,1.7,0,3,1,1
10486,26,25900.0,0.5,3,3,1,2
10487,43,39800.0,0.0,3,4,1,3
10488,22,46400.0,4.5,1,4,2,0
10489,36,26800.0,9.7,3,0,2,1
10490,34,21100.0,5.3,1,4,1,2
10491,51,75500.0,6.8,1,1,2,0
10492,50,34100.0,3.2,1,2,0,1
10493,19,23700.0,1.6,1,3,2,2
10494,33,30600.0,10.0,1,2,0,1
10495,39,55900.0,14.0,1,1,1,1
10496,50,64900.0,5.5,1,4,1,0
10497,43,46600.0,11.1,3,0,1,4
10498,50,29300.0,3.5,2,2,1,0
10499,40,162700.0,5.6,1,4,1,3
10500,53,100200.0,6.5,1,0,1,0
10501,49,89500.0,5.7,3,1,1,0
10502,41,81800.0,9.7,2,0,1,0
10503,26,49700.0,8.9,1,1,1,1
10504,26,20600.0,1.4,1,3,1,1
10505,30,42700.0,8.2,1,0,2,1
10506,53,165400.0,2.8,1,0,1,1
10507,31,20000.0,5.8,1,1,2,1
10508,36,54900.0,6.7,1,4,1,1
10509,40,34800.0,7.5,1,4,1,2
10510,40,36000.0,12.9,1,3,1,2
10511,30,62000.0,5.9,3,1,1,0
10512,35,28000.0,3.6,1,4,2,2
10513,34,149100.0,3.3,1,2,0,0
10514,45,49000.0,2.6,3,1,1,0
10515,45,57000.0,4.4,1,2,2,1
10516,25,20800.0,2.8,1,4,2,0
10517,44,25000.0,7.8,1,1,2,0
10518,44,78800.0,7.5,3,0,0,1
10519,40,28600.0,11.1,1,4,1,0
10520,40,64800.0,14.6,1,0,1,1
10521,30,20000.0,6.8,3,1,2,0
10522,35,34600.0,6.7,1,3,1,2
10523,32,77100.0,6.6,2,2,2,1
10524,39,27600.0,1.6,1,3,2,0
10525,51,85900.0,4.4,1,4,1,2
10526,21,20000.0,3.9,3,4,2,1
10527,56,20000.0,13.8,2,1,2,0
10528,33,50900.0,2.7,2,0,1,4
10529,25,48900.0,2.2,1,1,2,0
10530,49,43300.0,7.4,1,4,1,0
10531,51,53400.0,5.0,1,2,2,1
10532,28,73800.0,2.3,1,2,1,0
10533,48,20000.0,12.1,1,1,0,1
10534,53,47400.0,8.8,2,0,1,1
10535,54,67300.0,1.7,3,1,1,0
10536,39,22400.0,0.1,2,3,1,1
10537,24,21000.0,2.7,1,3,2,1
10538,35,46900.0,2.3,1,1,2,2
10539,18,34500.0,0.1,1,1,2,1
10540,45,37000.0,2.0,1,1,1,2
10541,33,22700.0,7.7,3,3,1,4
10542,42,39900.0,0.9,3,1,0,0
10543,35,110300.0,0.3,0,1,1,1
10544,41,34700.0,5.6,1,3,1,1
10545,28,38000.0,1.4,1,1,0,1
10546,63,33400.0,4.3,1,4,0,1
10547,53,36400.0,5.2,3,3,1,1
10548,31,58600.0,1.1,0,1,1,2
10549,49,89400.0,6.5,1,1,1,3
10550,22,20000.0,4.7,1,1,2,0
10551,37,59600.0,5.7,1,4,1,1
10552,57,25800.0,13.0,3,3,2,0
10553,33,49300.0,0.7,3,2,1,3
10554,39,39000.0,4.3,3,1,1,4
10555,38,100200.0,14.5,1,1,1,4
10556,29,75700.0,4.2,1,1,1,2
10557,50,57400.0,1.8,1,2,1,2
10558,31,34600.0,6.8,2,0,1,0
10559,27,78900.0,7.7,1,1,1,1
10560,50,90900.0,1.8,3,1,2,1
10561,48,28200.0,4.5,1,2,2,0
10562,36,22500.0,5.8,1,1,1,3
10563,55,41700.0,5.7,1,2,1,2
10564,53,44600.0,1.0,3,3,1,0
10565,21,36000.0,3.1,1,4,1,5
10566,29,41300.0,6.7,1,1,2,0
10567,29,47200.0,10.5,1,2,2,1
10568,23,27600.0,5.4,3,3,2,1
10569,55,52700.0,7.7,3,2,1,0
10570,42,38100.0,7.7,1,2,2,1
10571,32,57800.0,6.1,1,4,1,0
10572,50,104900.0,4.1,3,1,1,0
10573,41,79200.0,4.0,3,1,1,0
10574,32,31400.0,7.2,1,1,2,0
10575,35,55300.0,4.1,1,3,1,3
10576,29,65100.0,0.2,1,1,2,0
10577,42,38300.0,2.1,2,1,0,0
10578,55,25500.0,5.3,3,3,1,3
10579,40,57500.0,5.7,0,1,1,0
10580,28,26200.0,1.5,1,1,2,0
10581,20,37500.0,0.7,1,4,1,2
10582,41,44200.0,5.2,2,3,1,4
10583,35,20000.0,8.5,1,3,2,1
10584,24,20000.0,6.9,3,4,1,1
10585,25,20000.0,6.3,1,3,1,2
10586,56,21600.0,4.4,1,4,1,1
10587,27,56800.0,2.1,1,4,2,0
10588,29,61900.0,10.2,3,1,1,2
10589,50,93700.0,4.7,1,4,1,1
10590,27,24000.0,2.4,3,4,2,0
10591,50,107500.0,11.7,1,2,1,3
10592,33,60500.0,2.5,1,4,1,2
10593,44,38000.0,3.7,1,1,1,2
10594,49,38700.0,4.8,1,2,1,2
10595,37,51600.0,9.0,1,0,1,1
10596,51,64200.0,5.4,3,0,2,0
10597,50,73900.0,5.3,0,1,2,0
10598,20,20000.0,2.8,1,3,1,1
10599,31,53300.0,4.4,3,4,2,1
10600,52,88300.0,7.5,3,1,2,1
10601,48,39700.0,7.8,1,2,1,2
10602,18,20000.0,0.4,1,1,2,0
10603,65,38300.0,5.9,1,3,1,3
10604,45,82300.0,2.6,3,0,1,2
10605,32,56100.0,3.8,1,1,1,1
10606,40,20000.0,2.8,1,1,1,1
10607,40,60500.0,11.3,3,4,1,1
10608,26,26800.0,2.8,1,1,1,1
10609,36,38900.0,6.7,1,4,1,3
10610,38,80100.0,3.3,0,1,1,0
10611,31,50200.0,8.5,3,4,1,2
10612,51,71900.0,5.4,1,1,1,0
10613,53,48200.0,3.1,1,1,1,2
10614,46,138300.0,7.2,1,0,1,2
10615,45,55800.0,3.7,2,1,2,1
10616,25,20000.0,2.6,1,1,1,2
10617,45,22800.0,5.1,1,3,0,1
10618,66,34100.0,5.5,1,0,0,1
10619,25,28500.0,6.9,3,1,0,0
10620,41,50100.0,2.6,1,4,1,2
10621,42,28100.0,3.8,2,4,0,1
10622,44,75600.0,4.1,1,1,2,2
10623,37,77900.0,3.5,1,1,2,0
10624,49,46800.0,8.6,1,4,1,2
10625,38,48300.0,4.7,1,2,1,2
10626,41,208700.0,6.7,3,4,1,3
10627,54,27200.0,6.8,1,4,1,1
10628,37,30900.0,1.0,1,4,2,0
10629,39,43800.0,8.4,1,4,2,0
10630,26,20000.0,4.2,1,1,1,3
10631,56,53200.0,3.5,1,3,1,1
10632,47,30600.0,5.2,1,2,1,2
