customer_id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index
10060,MD,4.1,84000.0,2250.0,134.0,121.0
10061,CA,5.0,75000.0,1730.0,160.0,121.0
10062,CA,5.5,75000.0,1730.0,157.0,123.0
10063,VA,4.4,74000.0,1880.0,128.0,112.0
10064,FL,4.8,55000.0,1300.0,116.0,90.0
10065,OH,5.0,56000.0,1440.0,91.0,79.0
10066,TX,4.5,61000.0,1790.0,103.0,84.0
10067,TX,4.1,61000.0,1450.0,107.0,88.0
10068,IL,5.7,65000.0,1670.0,95.0,76.0
10069,IN,4.3,55000.0,1440.0,89.0,88.0
10070,WA,4.8,78000.0,1620.0,154.0,130.0
10071,FL,5.3,55000.0,1440.0,114.0,90.0
10072,CA,6.0,75000.0,1570.0,157.0,127.0
10073,MD,4.7,84000.0,1970.0,131.0,112.0
10074,TX,3.9,61000.0,1470.0,103.0,77.0
10075,CA,5.6,75000.0,1760.0,158.0,120.0
10076,CA,5.6,75000.0,2070.0,159.0,117.0
10077,MI,5.7,57000.0,1270.0,86.0,70.0
10078,CA,5.6,75000.0,1650.0,160.0,132.0
10079,OH,4.5,56000.0,1270.0,82.0,75.0
10080,CA,5.1,75000.0,1620.0,169.0,128.0
10081,CA,5.5,75000.0,1700.0,166.0,140.0
10082,NJ,5.6,82000.0,1970.0,130.0,109.0
10083,IN,4.3,55000.0,1340.0,91.0,80.0
10084,NC,4.1,54000.0,1250.0,103.0,82.0
10085,PA,3.8,61000.0,1610.0,96.0,85.0
10086,MA,4.6,81000.0,1700.0,139.0,109.0
10087,IL,5.2,65000.0,1530.0,89.0,75.0
10088,NY,4.9,72000.0,1830.0,140.0,113.0
10089,IL,5.7,65000.0,1590.0,98.0,81.0
10090,GA,4.4,58000.0,1320.0,104.0,77.0
10091,PA,4.6,61000.0,1600.0,92.0,79.0
10092,PA,3.6,61000.0,1510.0,104.0,78.0
10093,TX,4.1,61000.0,1370.0,109.0,93.0
10094,NY,4.6,72000.0,1910.0,144.0,112.0
10095,MI,5.4,57000.0,1420.0,93.0,81.0
10096,VA,3.4,74000.0,1650.0,119.0,103.0
10097,TN,3.9,53000.0,1230.0,115.0,78.0
10098,WA,5.1,78000.0,1720.0,149.0,123.0
10099,NJ,5.2,82000.0,2170.0,132.0,109.0
10100,IL,5.0,65000.0,1680.0,91.0,86.0
10101,TX,4.2,61000.0,1510.0,98.0,83.0
10102,TX,4.2,61000.0,1480.0,117.0,104.0
10103,TX,4.9,61000.0,1490.0,97.0,84.0
10104,PA,4.6,61000.0,1530.0,97.0,85.0
10105,NJ,4.8,82000.0,1880.0,133.0,107.0
10106,PA,4.4,61000.0,1640.0,94.0,81.0
10107,AZ,4.8,58000.0,1270.0,110.0,88.0
10108,MD,4.6,84000.0,1970.0,141.0,122.0
10109,TX,4.2,61000.0,1410.0,109.0,93.0
10110,IL,5.5,65000.0,1710.0,91.0,78.0
10111,OH,4.9,56000.0,1310.0,92.0,81.0
10112,GA,4.1,58000.0,1450.0,108.0,89.0
10113,GA,4.4,58000.0,1420.0,104.0,88.0
10114,FL,4.4,55000.0,1330.0,118.0,92.0
10115,TN,4.4,53000.0,1160.0,113.0,90.0
10116,MI,5.4,57000.0,1440.0,94.0,84.0
10117,MO,3.8,55000.0,1490.0,100.0,80.0
10118,CA,5.6,75000.0,1900.0,151.0,128.0
10119,MO,4.6,55000.0,1140.0,103.0,81.0
10120,NY,5.1,72000.0,1690.0,144.0,119.0
10121,CA,5.3,75000.0,1980.0,161.0,126.0
10122,TX,4.3,61000.0,1430.0,103.0,86.0
10123,AZ,4.9,58000.0,1460.0,113.0,102.0
10124,CA,5.3,75000.0,1760.0,165.0,132.0
10125,MO,3.7,55000.0,1340.0,90.0,79.0
10126,PA,4.9,61000.0,1610.0,100.0,81.0
10127,OH,4.6,56000.0,1320.0,99.0,76.0
10128,TX,3.9,61000.0,1330.0,109.0,81.0
10129,CA,5.4,75000.0,1550.0,158.0,125.0
10130,VA,3.7,74000.0,2160.0,119.0,96.0
10131,MD,4.1,84000.0,2240.0,135.0,114.0
10132,MO,4.7,55000.0,1070.0,94.0,80.0
10133,MD,5.0,84000.0,1830.0,130.0,108.0
10134,CA,5.1,75000.0,1470.0,158.0,120.0
10135,VA,3.8,74000.0,1640.0,114.0,88.0
10136,CA,5.4,75000.0,1910.0,153.0,119.0
10137,MO,4.2,55000.0,1280.0,91.0,82.0
10138,FL,5.0,55000.0,1130.0,120.0,93.0
10139,CA,5.6,75000.0,1620.0,162.0,127.0
10140,GA,4.0,58000.0,1480.0,121.0,97.0
10141,FL,4.6,55000.0,1320.0,111.0,88.0
10142,TX,4.5,61000.0,1380.0,112.0,95.0
10143,OH,4.9,56000.0,1310.0,86.0,68.0
10144,NY,4.5,72000.0,1740.0,139.0,105.0
10145,NY,5.1,72000.0,1850.0,147.0,118.0
10146,MO,4.1,55000.0,1270.0,100.0,78.0
10147,OH,4.5,56000.0,1220.0,84.0,82.0
10148,FL,4.7,55000.0,1240.0,118.0,97.0
10149,CA,5.7,75000.0,1790.0,163.0,140.0
10150,IL,5.5,65000.0,1410.0,105.0,88.0
10151,CA,5.4,75000.0,1910.0,158.0,126.0
10152,FL,4.4,55000.0,1370.0,119.0,90.0
10153,MA,4.6,81000.0,1950.0,144.0,117.0
10154,TX,4.4,61000.0,1190.0,111.0,97.0
10155,IL,5.7,65000.0,1750.0,104.0,96.0
10156,IN,4.3,55000.0,1400.0,96.0,83.0
10157,FL,4.7,55000.0,1280.0,119.0,95.0
10158,MA,4.2,81000.0,1830.0,159.0,133.0
10159,CA,5.5,75000.0,1840.0,157.0,126.0
10160,NC,4.4,54000.0,1370.0,112.0,84.0
10161,CA,6.0,75000.0,1750.0,166.0,129.0
10162,IN,4.1,55000.0,1590.0,93.0,84.0
10163,WA,4.8,78000.0,1820.0,154.0,126.0
10164,CA,5.7,75000.0,1850.0,160.0,125.0
10165,FL,4.8,55000.0,1480.0,116.0,86.0
10166,FL,4.6,55000.0,1230.0,114.0,86.0
10167,MA,3.9,81000.0,2100.0,142.0,118.0
10168,CA,4.8,75000.0,1720.0,167.0,126.0
10169,NJ,5.2,82000.0,1970.0,140.0,115.0
10170,MI,5.0,57000.0,1470.0,92.0,74.0
10171,IL,4.9,65000.0,1550.0,112.0,96.0
10172,FL,5.0,55000.0,1250.0,117.0,94.0
10173,CA,5.4,75000.0,1980.0,158.0,127.0
10174,CA,5.4,75000.0,1720.0,159.0,129.0
10175,NJ,5.0,82000.0,1830.0,139.0,117.0
10176,NC,4.0,54000.0,1260.0,115.0,90.0
10177,WI,4.7,60000.0,1420.0,99.0,75.0
10178,NY,5.0,72000.0,1720.0,134.0,110.0
10179,CA,5.2,75000.0,1980.0,156.0,129.0
10180,NJ,4.9,82000.0,2130.0,136.0,119.0
10181,VA,3.6,74000.0,1660.0,127.0,110.0
10182,MD,4.2,84000.0,1940.0,127.0,112.0
10183,NY,4.7,72000.0,1560.0,139.0,113.0
10184,VA,3.5,74000.0,1720.0,128.0,104.0
10185,MO,4.0,55000.0,1400.0,101.0,83.0
10186,CA,5.2,75000.0,1560.0,163.0,134.0
10187,OH,4.5,56000.0,1090.0,94.0,78.0
10188,OH,4.0,56000.0,1380.0,85.0,76.0
10189,OH,4.8,56000.0,1420.0,92.0,74.0
10190,CA,5.0,75000.0,1810.0,160.0,121.0
10191,FL,4.8,55000.0,1390.0,124.0,87.0
10192,MI,5.4,57000.0,1310.0,100.0,81.0
10193,NJ,4.7,82000.0,1820.0,135.0,122.0
10194,NC,4.3,54000.0,1200.0,114.0,93.0
10195,WI,4.6,60000.0,1370.0,101.0,83.0
10196,CA,5.6,75000.0,1860.0,152.0,114.0
10197,CA,5.6,75000.0,1840.0,159.0,128.0
10198,CA,5.3,75000.0,1750.0,155.0,115.0
10199,CA,5.2,75000.0,1730.0,155.0,123.0
10200,CA,5.7,75000.0,1720.0,154.0,122.0
10201,PA,4.1,61000.0,1430.0,93.0,77.0
10202,TN,3.6,53000.0,1310.0,102.0,86.0
10203,TX,4.6,61000.0,1170.0,116.0,98.0
10204,PA,4.2,61000.0,1310.0,95.0,84.0
10205,CA,5.3,75000.0,1670.0,159.0,134.0
10206,TX,3.8,61000.0,1420.0,106.0,76.0
10207,FL,4.9,55000.0,1080.0,109.0,95.0
10208,CA,5.4,75000.0,1710.0,161.0,117.0
10209,GA,4.1,58000.0,1370.0,102.0,77.0
10210,FL,5.0,55000.0,1230.0,120.0,95.0
10211,CA,5.7,75000.0,1730.0,163.0,130.0
10212,GA,4.2,58000.0,1400.0,109.0,85.0
10213,VA,3.8,74000.0,1660.0,134.0,104.0
10214,WI,4.4,60000.0,1350.0,107.0,82.0
10215,MI,5.9,57000.0,1240.0,91.0,72.0
10216,NC,4.0,54000.0,1330.0,117.0,97.0
10217,VA,3.8,74000.0,1930.0,121.0,104.0
10218,MI,5.9,57000.0,1400.0,83.0,76.0
10219,FL,5.1,55000.0,1410.0,112.0,87.0
10220,FL,4.7,55000.0,1180.0,111.0,99.0
10221,TX,4.1,61000.0,1350.0,96.0,80.0
10222,CA,5.6,75000.0,1750.0,164.0,128.0
10223,TX,5.0,61000.0,1420.0,112.0,97.0
10224,WI,4.2,60000.0,1520.0,102.0,87.0
10225,WA,4.8,78000.0,1700.0,147.0,110.0
10226,IL,5.4,65000.0,1380.0,101.0,82.0
10227,AZ,4.7,58000.0,1470.0,106.0,98.0
10228,NY,4.7,72000.0,1880.0,143.0,109.0
10229,CA,4.9,75000.0,2020.0,156.0,123.0
10230,OH,4.9,56000.0,1380.0,88.0,78.0
10231,CA,5.3,75000.0,1810.0,158.0,129.0
10232,WA,4.9,78000.0,1800.0,158.0,125.0
10233,VA,3.8,74000.0,1620.0,117.0,101.0
10234,GA,3.5,58000.0,1450.0,111.0,96.0
10235,MD,4.4,84000.0,2080.0,132.0,111.0
10236,MA,4.2,81000.0,1910.0,142.0,120.0
10237,CA,5.5,75000.0,1780.0,162.0,127.0
10238,GA,4.3,58000.0,1230.0,104.0,87.0
10239,IL,5.1,65000.0,1490.0,97.0,85.0
10240,MO,4.1,55000.0,1410.0,99.0,77.0
10241,IL,5.3,65000.0,1410.0,96.0,83.0
10242,GA,4.4,58000.0,1350.0,110.0,84.0
10243,AZ,4.6,58000.0,1270.0,116.0,89.0
10244,FL,4.6,55000.0,1160.0,114.0,96.0
10245,IL,4.7,65000.0,1570.0,97.0,85.0
10246,NY,5.0,72000.0,1800.0,139.0,111.0
10247,NC,4.7,54000.0,1380.0,109.0,86.0
10248,IN,4.1,55000.0,1150.0,95.0,74.0
10249,CA,5.5,75000.0,1690.0,162.0,128.0
10250,CA,5.4,75000.0,1790.0,163.0,130.0
10251,MI,5.0,57000.0,1350.0,92.0,74.0
10252,CA,5.3,75000.0,1710.0,167.0,131.0
10253,NY,4.7,72000.0,1710.0,138.0,111.0
10254,NC,4.1,54000.0,1150.0,117.0,101.0
10255,TX,4.8,61000.0,1180.0,102.0,86.0
10256,IL,5.7,65000.0,1440.0,96.0,87.0
10257,MA,4.5,81000.0,2330.0,148.0,114.0
10258,NC,4.1,54000.0,1400.0,106.0,75.0
10259,PA,4.4,61000.0,1760.0,102.0,92.0
10260,PA,4.4,61000.0,1460.0,99.0,82.0
10261,AZ,4.8,58000.0,1380.0,113.0,94.0
10262,GA,3.9,58000.0,1320.0,104.0,88.0
10263,TX,4.4,61000.0,1600.0,103.0,85.0
10264,OH,4.8,56000.0,1310.0,87.0,78.0
10265,IN,4.5,55000.0,1240.0,97.0,82.0
10266,PA,4.3,61000.0,1360.0,95.0,83.0
10267,NY,5.3,72000.0,1870.0,133.0,102.0
10268,WI,4.1,60000.0,1470.0,107.0,91.0
10269,TX,4.0,61000.0,1570.0,102.0,82.0
10270,TX,4.1,61000.0,1610.0,116.0,92.0
10271,WI,4.0,60000.0,1430.0,96.0,84.0
10272,TX,4.4,61000.0,1530.0,103.0,93.0
10273,TX,4.5,61000.0,1300.0,110.0,89.0
10274,CA,5.9,75000.0,1980.0,161.0,134.0
10275,NJ,5.0,82000.0,1860.0,141.0,118.0
10276,IL,5.0,65000.0,1640.0,85.0,74.0
10277,IN,5.1,55000.0,1130.0,91.0,74.0
10278,VA,4.2,74000.0,1840.0,128.0,109.0
10279,AZ,4.8,58000.0,1600.0,120.0,94.0
10280,NC,4.5,54000.0,1210.0,112.0,85.0
10281,FL,4.6,55000.0,1390.0,116.0,86.0
10282,NJ,4.9,82000.0,2120.0,135.0,113.0
10283,TX,4.5,61000.0,1480.0,104.0,87.0
10284,IL,5.1,65000.0,1460.0,96.0,77.0
10285,WA,4.6,78000.0,1770.0,157.0,130.0
10286,GA,3.8,58000.0,1510.0,115.0,91.0
10287,NC,4.1,54000.0,1240.0,105.0,93.0
10288,OH,4.7,56000.0,1380.0,90.0,72.0
10289,MD,4.0,84000.0,1980.0,137.0,112.0
10290,NY,4.9,72000.0,1770.0,138.0,115.0
10291,MI,5.3,57000.0,1350.0,92.0,74.0
10292,VA,3.7,74000.0,1580.0,117.0,104.0
10293,NC,4.1,54000.0,1600.0,118.0,86.0
10294,WA,4.3,78000.0,2020.0,153.0,122.0
10295,FL,4.8,55000.0,1460.0,114.0,88.0
10296,AZ,4.8,58000.0,1180.0,123.0,97.0
10297,TX,4.3,61000.0,1210.0,103.0,87.0
10298,PA,4.2,61000.0,1580.0,91.0,73.0
10299,NY,5.3,72000.0,1760.0,141.0,110.0
10300,MD,4.7,84000.0,1880.0,130.0,105.0
10301,GA,4.2,58000.0,1450.0,106.0,92.0
10302,NY,5.2,72000.0,1870.0,146.0,117.0
10303,MA,3.9,81000.0,2010.0,148.0,124.0
10304,PA,4.6,61000.0,1530.0,96.0,80.0
10305,IN,4.5,55000.0,1440.0,93.0,90.0
10306,WA,5.2,78000.0,1890.0,152.0,126.0
10307,MD,4.0,84000.0,2130.0,135.0,105.0
10308,NC,4.1,54000.0,1450.0,114.0,87.0
10309,NY,4.8,72000.0,1870.0,136.0,110.0
10310,NY,4.8,72000.0,1730.0,137.0,111.0
10311,NC,4.2,54000.0,1310.0,110.0,80.0
10312,MA,4.6,81000.0,1930.0,141.0,112.0
10313,WI,4.4,60000.0,1380.0,100.0,78.0
10314,WA,4.6,78000.0,1650.0,151.0,110.0
10315,CA,5.5,75000.0,1960.0,160.0,126.0
10316,CA,5.8,75000.0,1690.0,158.0,113.0
10317,MO,4.2,55000.0,1410.0,92.0,73.0
10318,GA,4.0,58000.0,1170.0,103.0,87.0
10319,MO,4.0,55000.0,1110.0,96.0,80.0
10320,GA,3.9,58000.0,1260.0,111.0,95.0
10321,GA,4.1,58000.0,1380.0,104.0,90.0
10322,CA,5.1,75000.0,1750.0,149.0,125.0
10323,TN,4.5,53000.0,1000.0,102.0,84.0
10324,TX,3.9,61000.0,1350.0,105.0,91.0
10325,TX,4.2,61000.0,1520.0,115.0,97.0
10326,NY,5.0,72000.0,1770.0,140.0,102.0
10327,IL,5.2,65000.0,1880.0,96.0,87.0
10328,CA,5.2,75000.0,1840.0,163.0,124.0
10329,WA,4.8,78000.0,1800.0,158.0,122.0
10330,PA,4.2,61000.0,1240.0,95.0,87.0
10331,PA,4.7,61000.0,1470.0,98.0,84.0
10332,CA,5.9,75000.0,1840.0,153.0,132.0
10333,NY,5.0,72000.0,2060.0,142.0,108.0
10334,CA,6.2,75000.0,1770.0,157.0,121.0
10335,IL,5.1,65000.0,1460.0,110.0,95.0
10336,PA,4.5,61000.0,1470.0,93.0,82.0
10337,NY,5.0,72000.0,1670.0,143.0,110.0
10338,VA,3.5,74000.0,1590.0,124.0,104.0
10339,MO,3.6,55000.0,1350.0,95.0,82.0
10340,MO,4.6,55000.0,1400.0,91.0,81.0
10341,NY,5.1,72000.0,1670.0,131.0,108.0
10342,NY,4.9,72000.0,1590.0,150.0,115.0
10343,GA,4.0,58000.0,1570.0,100.0,77.0
10344,NJ,5.0,82000.0,1840.0,127.0,111.0
10345,CA,5.7,75000.0,1890.0,158.0,130.0
10346,OH,4.6,56000.0,1420.0,91.0,80.0
10347,IL,5.0,65000.0,1500.0,101.0,79.0
10348,TX,4.3,61000.0,1430.0,99.0,79.0
10349,NY,4.9,72000.0,1850.0,141.0,122.0
10350,CA,5.2,75000.0,1680.0,156.0,126.0
10351,NY,4.7,72000.0,1790.0,139.0,113.0
10352,NY,4.8,72000.0,2210.0,139.0,115.0
10353,MI,5.8,57000.0,1440.0,98.0,85.0
10354,VA,3.9,74000.0,1700.0,125.0,118.0
10355,GA,4.2,58000.0,1370.0,107.0,84.0
10356,MO,4.0,55000.0,1390.0,99.0,81.0
10357,NC,4.4,54000.0,1260.0,90.0,73.0
10358,WA,4.8,78000.0,1780.0,152.0,134.0
10359,MO,4.2,55000.0,1390.0,105.0,83.0
10360,MA,4.3,81000.0,1740.0,144.0,120.0
10361,PA,4.6,61000.0,1550.0,93.0,82.0
10362,WI,4.0,60000.0,1410.0,103.0,88.0
10363,IL,5.6,65000.0,1570.0,101.0,83.0
10364,CA,5.3,75000.0,1910.0,160.0,129.0
10365,CA,5.1,75000.0,1690.0,158.0,120.0
10366,TX,4.1,61000.0,1480.0,100.0,82.0
10367,TN,3.6,53000.0,1250.0,103.0,84.0
10368,PA,4.1,61000.0,1520.0,89.0,72.0
10369,TX,4.5,61000.0,1570.0,102.0,89.0
10370,NC,3.4,54000.0,1070.0,115.0,94.0
10371,WI,4.2,60000.0,1230.0,100.0,84.0
10372,WA,4.7,78000.0,1870.0,151.0,116.0
10373,MI,5.5,57000.0,1180.0,95.0,91.0
10374,MA,4.4,81000.0,2140.0,151.0,134.0
10375,CA,5.0,75000.0,1760.0,158.0,118.0
10376,AZ,4.9,58000.0,1320.0,118.0,92.0
10377,MD,4.4,84000.0,1820.0,134.0,122.0
10378,MD,3.9,84000.0,1990.0,130.0,115.0
10379,MA,4.1,81000.0,1960.0,144.0,112.0
10380,NY,4.8,72000.0,1570.0,133.0,113.0
10381,TX,4.4,61000.0,1530.0,120.0,97.0
10382,MD,4.4,84000.0,2220.0,133.0,108.0
10383,OH,4.9,56000.0,1350.0,82.0,68.0
10384,MI,5.3,57000.0,1180.0,92.0,69.0
10385,FL,5.2,55000.0,1290.0,117.0,91.0
10386,GA,4.3,58000.0,1400.0,105.0,91.0
10387,NJ,5.0,82000.0,2000.0,136.0,115.0
10388,VA,4.4,74000.0,2110.0,125.0,107.0
10389,PA,4.7,61000.0,1650.0,98.0,80.0
10390,PA,4.3,61000.0,1470.0,105.0,92.0
10391,TN,3.3,53000.0,1230.0,103.0,90.0
10392,CA,5.8,75000.0,2010.0,168.0,130.0
10393,FL,4.7,55000.0,1360.0,109.0,92.0
10394,IL,5.5,65000.0,1400.0,99.0,82.0
10395,GA,3.7,58000.0,1180.0,107.0,94.0
10396,WA,4.7,78000.0,1900.0,162.0,133.0
10397,CA,5.3,75000.0,1550.0,161.0,128.0
10398,NY,5.5,72000.0,1780.0,141.0,110.0
10399,NJ,5.1,82000.0,1960.0,139.0,119.0
10400,NC,4.5,54000.0,1270.0,101.0,78.0
10401,MI,5.4,57000.0,1400.0,92.0,81.0
10402,GA,4.2,58000.0,1330.0,102.0,81.0
10403,MO,4.5,55000.0,1280.0,99.0,88.0
10404,WI,3.6,60000.0,1560.0,103.0,96.0
10405,NC,4.2,54000.0,1380.0,94.0,71.0
10406,IL,5.2,65000.0,1320.0,108.0,96.0
10407,PA,5.1,61000.0,1340.0,98.0,87.0
10408,CA,5.5,75000.0,1890.0,157.0,128.0
10409,FL,4.4,55000.0,1250.0,119.0,89.0
10410,PA,4.6,61000.0,1340.0,98.0,87.0
10411,WI,4.2,60000.0,1430.0,106.0,93.0
10412,MI,5.6,57000.0,1420.0,92.0,83.0
10413,WI,4.2,60000.0,1260.0,111.0,99.0
10414,CA,5.8,75000.0,1990.0,158.0,128.0
10415,GA,4.1,58000.0,1250.0,104.0,83.0
10416,CA,5.8,75000.0,1590.0,162.0,132.0
10417,MO,4.1,55000.0,1300.0,98.0,67.0
10418,MO,4.0,55000.0,1400.0,98.0,83.0
10419,PA,4.3,61000.0,1460.0,90.0,82.0
10420,PA,4.9,61000.0,1360.0,87.0,72.0
10421,TX,4.1,61000.0,1550.0,101.0,87.0
10422,MA,4.3,81000.0,1770.0,146.0,116.0
10423,IL,4.9,65000.0,1490.0,99.0,83.0
10424,WI,4.6,60000.0,1470.0,91.0,71.0
10425,TX,4.3,61000.0,1600.0,107.0,75.0
10426,NY,5.4,72000.0,1770.0,147.0,117.0
10427,CA,5.5,75000.0,1850.0,156.0,116.0
10428,NC,4.1,54000.0,1390.0,114.0,90.0
10429,MO,3.9,55000.0,1610.0,99.0,84.0
10430,TN,3.9,53000.0,1190.0,106.0,83.0
10431,TX,4.0,61000.0,1630.0,114.0,97.0
10432,MI,5.4,57000.0,1380.0,90.0,75.0
10433,NY,4.8,72000.0,1660.0,150.0,116.0
10434,IL,5.5,65000.0,1410.0,94.0,79.0
10435,CA,5.9,75000.0,1520.0,160.0,130.0
10436,MD,4.3,84000.0,1840.0,132.0,110.0
10437,NY,5.0,72000.0,1640.0,135.0,106.0
10438,PA,4.8,61000.0,1650.0,99.0,91.0
10439,CA,5.1,75000.0,1770.0,168.0,124.0
10440,TX,4.4,61000.0,1450.0,113.0,98.0
10441,CA,5.5,75000.0,1680.0,162.0,134.0
10442,TX,3.8,61000.0,1430.0,102.0,91.0
10443,VA,4.3,74000.0,1770.0,123.0,103.0
10444,MI,5.2,57000.0,1300.0,98.0,84.0
10445,FL,5.3,55000.0,1510.0,109.0,99.0
10446,CA,5.5,75000.0,1550.0,156.0,127.0
10447,NC,4.4,54000.0,1340.0,108.0,88.0
10448,TX,4.3,61000.0,1630.0,107.0,83.0
10449,IN,4.7,55000.0,1270.0,93.0,82.0
10450,MI,5.6,57000.0,1470.0,87.0,70.0
10451,WI,4.1,60000.0,1400.0,100.0,86.0
10452,AZ,5.2,58000.0,1230.0,114.0,88.0
10453,FL,5.2,55000.0,1310.0,124.0,97.0
10454,NC,4.5,54000.0,1150.0,107.0,83.0
10455,MI,5.3,57000.0,1260.0,88.0,82.0
10456,NY,5.2,72000.0,1500.0,135.0,116.0
10457,NY,5.1,72000.0,1820.0,144.0,111.0
10458,AZ,4.6,58000.0,1500.0,107.0,91.0
10459,NY,5.8,72000.0,1620.0,144.0,115.0
10460,MD,4.2,84000.0,1940.0,136.0,110.0
10461,CA,5.9,75000.0,1830.0,163.0,141.0
10462,PA,4.8,61000.0,1430.0,92.0,79.0
10463,FL,4.9,55000.0,1120.0,115.0,85.0
10464,NY,4.9,72000.0,1510.0,136.0,109.0
10465,NY,5.0,72000.0,1790.0,138.0,116.0
10466,NC,3.9,54000.0,1390.0,110.0,90.0
10467,TX,4.5,61000.0,1330.0,103.0,87.0
10468,MI,5.8,57000.0,1550.0,93.0,90.0
10469,NJ,5.0,82000.0,1810.0,129.0,112.0
10470,NC,4.0,54000.0,1130.0,101.0,84.0
10471,NY,5.0,72000.0,1600.0,145.0,112.0
10472,IN,3.9,55000.0,1210.0,95.0,78.0
10473,MA,4.0,81000.0,1890.0,151.0,130.0
10474,MA,4.4,81000.0,1840.0,152.0,118.0
10475,TN,3.9,53000.0,1380.0,102.0,86.0
10476,AZ,4.6,58000.0,1300.0,112.0,91.0
10477,MO,3.4,55000.0,1490.0,94.0,77.0
10478,CA,5.3,75000.0,1840.0,163.0,131.0
10479,MI,5.3,57000.0,1290.0,99.0,83.0
10480,WI,4.1,60000.0,1730.0,94.0,76.0
10481,OH,5.0,56000.0,1350.0,89.0,79.0
10482,FL,5.0,55000.0,1470.0,113.0,92.0
10483,IL,5.0,65000.0,1780.0,93.0,87.0
10484,WI,3.7,60000.0,1330.0,94.0,87.0
10485,TX,4.1,61000.0,1400.0,96.0,75.0
10486,NY,5.1,72000.0,1850.0,144.0,114.0
10487,TX,4.0,61000.0,1670.0,104.0,89.0
10488,TX,4.3,61000.0,1370.0,101.0,95.0
10489,MD,4.2,84000.0,2030.0,133.0,114.0
10490,FL,4.6,55000.0,1320.0,122.0,95.0
10491,WA,4.6,78000.0,1810.0,140.0,114.0
10492,TN,3.9,53000.0,1090.0,106.0,82.0
10493,GA,4.1,58000.0,1370.0,109.0,84.0
10494,VA,3.8,74000.0,1580.0,125.0,104.0
